contig-188000723	7514	8045	PROKKA_MOD_192960
contig-188000723	8103	8574	PROKKA_MOD_192961
contig-188000723	8607	9054	PROKKA_MOD_192962
contig-188000723	9069	10599	PROKKA_MOD_192963
contig-188000723	10671	11457	PROKKA_MOD_192964
contig-188000723	11456	11822	PROKKA_MOD_192965
contig-188000723	11823	12435	PROKKA_MOD_192966
contig-188000723	12501	14127	PROKKA_MOD_192967
contig-188000723	14116	15238	PROKKA_MOD_192968
contig-188000723	15246	15753	PROKKA_MOD_192969
contig-194000607	1886	2234	PROKKA_MOD_206402
contig-194000607	5587	6508	PROKKA_MOD_206407
contig-195000169	37643	39782	PROKKA_MOD_207430
contig-195000169	39812	40244	PROKKA_MOD_207431
contig-195000173	0	759	PROKKA_MOD_207432
contig-195000179	1	535	PROKKA_MOD_207433
contig-195000179	508	1387	PROKKA_MOD_207434
contig-195000179	1441	2182	PROKKA_MOD_207435
contig-195000179	2221	2962	PROKKA_MOD_207436
contig-195000179	3075	3591	PROKKA_MOD_207437
contig-195000179	3597	3948	PROKKA_MOD_207438
contig-195000179	3976	4972	PROKKA_MOD_207439
contig-198000760	0	177	PROKKA_MOD_212830
contig-198000760	197	422	PROKKA_MOD_212831
contig-198000760	418	673	PROKKA_MOD_212832
contig-198000760	747	933	PROKKA_MOD_212833
contig-198000760	1384	1537	PROKKA_MOD_212835
contig-20000267	2	95	PROKKA_MOD_217100
contig-20000267	182	947	PROKKA_MOD_217101
contig-20000267	936	1383	PROKKA_MOD_217102
contig-20000268	0	1170	PROKKA_MOD_217103
contig-20000269	1	400	PROKKA_MOD_217104
contig-20000269	477	1665	PROKKA_MOD_217105
contig-20000269	1744	4033	PROKKA_MOD_217106
contig-20000269	4025	4364	PROKKA_MOD_217107
contig-20000269	4430	5630	PROKKA_MOD_217108
contig-20000269	5918	6257	PROKKA_MOD_217109
contig-2000282	1	658	PROKKA_MOD_221330
contig-2000282	847	1666	PROKKA_MOD_221331
contig-2000282	1673	2156	PROKKA_MOD_221332
contig-2000283	1	673	PROKKA_MOD_221333
contig-2000283	669	1302	PROKKA_MOD_221334
contig-2000283	1331	1994	PROKKA_MOD_221335
contig-2000284	2	2450	PROKKA_MOD_221336
contig-2000285	1	613	PROKKA_MOD_221337
contig-2000285	609	2622	PROKKA_MOD_221338
contig-2000285	2618	3650	PROKKA_MOD_221339
contig-2000720	46149	47307	PROKKA_MOD_224860
contig-2000721	1	874	PROKKA_MOD_224861
contig-2000721	876	1881	PROKKA_MOD_224862
contig-2000721	2019	2583	PROKKA_MOD_224863
contig-2000721	2738	4052	PROKKA_MOD_224864
contig-2000721	4081	4420	PROKKA_MOD_224865
contig-2000721	4416	5064	PROKKA_MOD_224866
contig-2000721	5124	6576	PROKKA_MOD_224867
contig-2000722	267	2871	PROKKA_MOD_224868
contig-2000722	3326	4253	PROKKA_MOD_224869
contig-2000971	360	2655	PROKKA_MOD_226680
contig-2000972	2	1070	PROKKA_MOD_226681
contig-2000972	1066	2158	PROKKA_MOD_226682
contig-2000972	2154	3339	PROKKA_MOD_226683
contig-2000972	3340	4714	PROKKA_MOD_226684
contig-2000972	4691	5750	PROKKA_MOD_226685
contig-2000972	7125	8592	PROKKA_MOD_226687
contig-2000972	8594	10403	PROKKA_MOD_226688
contig-2000972	10402	10783	PROKKA_MOD_226689
contig-204000322	448	2248	PROKKA_MOD_230470
contig-204000322	2310	2652	PROKKA_MOD_230471
contig-204000322	5666	6716	PROKKA_MOD_230474
contig-208000972	7337	8324	PROKKA_MOD_234470
contig-208000972	8391	9444	PROKKA_MOD_234471
contig-208000972	9446	10082	PROKKA_MOD_234472
contig-208000972	11359	11542	PROKKA_MOD_234473
contig-208000972	11643	13170	PROKKA_MOD_234474
contig-208000972	13630	14200	PROKKA_MOD_234475
contig-208000972	14239	14479	PROKKA_MOD_234476
contig-208000976	1	349	PROKKA_MOD_234477
contig-208000976	409	835	PROKKA_MOD_234478
contig-208000976	838	2167	PROKKA_MOD_234479
contig-221000367	6113	7613	PROKKA_MOD_245438
contig-221000367	7762	11290	PROKKA_MOD_245439
contig-23000060	2276	3194	PROKKA_MOD_246710
contig-230000609	2	785	PROKKA_MOD_246711
contig-230000609	794	1469	PROKKA_MOD_246712
contig-230000609	1576	2692	PROKKA_MOD_246713
contig-230000609	2703	4062	PROKKA_MOD_246714
contig-230000609	4036	5227	PROKKA_MOD_246715
contig-23000061	62	479	PROKKA_MOD_246716
contig-23000061	532	1036	PROKKA_MOD_246717
contig-23000062	318	1095	PROKKA_MOD_246718
contig-23000063	0	1020	PROKKA_MOD_246719
contig-24000547	1	178	PROKKA_MOD_251260
contig-24000547	223	4363	PROKKA_MOD_251261
contig-24000548	1	268	PROKKA_MOD_251262
contig-24000548	269	1703	PROKKA_MOD_251263
contig-24000549	2	824	PROKKA_MOD_251264
contig-24000550	0	252	PROKKA_MOD_251265
contig-24000550	289	928	PROKKA_MOD_251266
contig-30000063	167	392	PROKKA_MOD_268060
contig-30000063	391	532	PROKKA_MOD_268061
contig-30000063	531	669	PROKKA_MOD_268062
contig-30000064	1	679	PROKKA_MOD_268063
contig-30000064	748	913	PROKKA_MOD_268064
contig-30000065	2	488	PROKKA_MOD_268065
contig-30000065	514	1882	PROKKA_MOD_268066
contig-30000065	1865	2654	PROKKA_MOD_268067
contig-30000065	2756	3359	PROKKA_MOD_268068
contig-30000066	0	729	PROKKA_MOD_268069
contig-30001010	2	1769	PROKKA_MOD_271010
contig-30001010	1998	2997	PROKKA_MOD_271011
contig-30001010	3032	3245	PROKKA_MOD_271012
contig-30001010	3248	4190	PROKKA_MOD_271013
contig-30001010	4179	4902	PROKKA_MOD_271014
contig-30001010	4965	5196	PROKKA_MOD_271015
contig-30001010	5205	6441	PROKKA_MOD_271016
contig-30001010	6400	7387	PROKKA_MOD_271017
contig-30001010	7392	7821	PROKKA_MOD_271018
contig-30001011	1	511	PROKKA_MOD_271019
contig-3000734	2104	2473	PROKKA_MOD_275211
contig-31000173	1	457	PROKKA_MOD_277797
contig-32000851	2	743	PROKKA_MOD_282640
contig-32000852	1	982	PROKKA_MOD_282641
contig-32000852	1035	1524	PROKKA_MOD_282642
contig-32000852	1695	1974	PROKKA_MOD_282643
contig-32000852	2013	2460	PROKKA_MOD_282644
contig-32000852	2513	2987	PROKKA_MOD_282645
contig-32000853	155	812	PROKKA_MOD_282646
contig-32000854	0	96	PROKKA_MOD_282647
contig-32000854	105	651	PROKKA_MOD_282648
contig-32000854	650	749	PROKKA_MOD_282649
contig-34000724	2	164	PROKKA_MOD_287760
contig-34000724	296	821	PROKKA_MOD_287761
contig-34000724	817	994	PROKKA_MOD_287762
contig-34000724	999	1191	PROKKA_MOD_287763
contig-34000725	1	928	PROKKA_MOD_287764
contig-34000726	0	762	PROKKA_MOD_287765
contig-34000727	0	576	PROKKA_MOD_287766
contig-34000728	2	632	PROKKA_MOD_287767
contig-34000728	765	1140	PROKKA_MOD_287768
contig-34000729	1	937	PROKKA_MOD_287769
contig-35000037	2454	2661	PROKKA_MOD_288690
contig-35000038	0	759	PROKKA_MOD_288691
contig-35000039	1	655	PROKKA_MOD_288692
contig-35000039	780	1038	PROKKA_MOD_288693
contig-35000039	1037	1430	PROKKA_MOD_288694
contig-35000040	1	373	PROKKA_MOD_288695
contig-35000040	369	1119	PROKKA_MOD_288696
contig-35000041	2	770	PROKKA_MOD_288697
contig-35000042	1	832	PROKKA_MOD_288698
contig-35000043	2	1091	PROKKA_MOD_288699
contig-38000596	15309	16263	PROKKA_MOD_298438
contig-38000596	16303	16555	PROKKA_MOD_298439
contig-40000177	26810	27755	PROKKA_MOD_302974
contig-44000363	0	663	PROKKA_MOD_319920
contig-44000364	1	220	PROKKA_MOD_319921
contig-44000364	244	994	PROKKA_MOD_319922
contig-44000364	1036	2263	PROKKA_MOD_319923
contig-44000364	2267	6191	PROKKA_MOD_319924
contig-44000365	0	531	PROKKA_MOD_319925
contig-44000366	0	1095	PROKKA_MOD_319926
contig-44000367	11	1106	PROKKA_MOD_319927
contig-44000368	0	576	PROKKA_MOD_319928
contig-44000369	1	640	PROKKA_MOD_319929
contig-45000681	2	1205	PROKKA_MOD_323080
contig-45000681	1402	1576	PROKKA_MOD_323081
contig-45000683	0	369	PROKKA_MOD_323084
contig-45000683	552	810	PROKKA_MOD_323085
contig-45000684	179	1529	PROKKA_MOD_323086
contig-45000685	1	643	PROKKA_MOD_323087
contig-51000610	20235	21024	PROKKA_MOD_344379
contig-53000536	601	2284	PROKKA_MOD_349082
contig-53000537	430	607	PROKKA_MOD_349084
contig-53000537	679	1387	PROKKA_MOD_349085
contig-566	2990	3317	PROKKA_MOD_357253
contig-6000509	15875	17678	PROKKA_MOD_369105
contig-61000950	1176	1923	PROKKA_MOD_373640
contig-61000950	2068	2731	PROKKA_MOD_373641
contig-61000951	42	264	PROKKA_MOD_373642
contig-61000951	310	763	PROKKA_MOD_373643
contig-61000952	1	649	PROKKA_MOD_373644
contig-61000953	0	423	PROKKA_MOD_373645
contig-61000954	1	406	PROKKA_MOD_373646
contig-61000954	402	627	PROKKA_MOD_373647
contig-61000955	2	536	PROKKA_MOD_373648
contig-61000956	1	1309	PROKKA_MOD_373649
contig-62000773	8547	9018	PROKKA_MOD_375528
contig-66000276	2	323	PROKKA_MOD_383801
contig-66000277	1	202	PROKKA_MOD_383802
contig-66000278	2	404	PROKKA_MOD_383803
contig-66000280	129	390	PROKKA_MOD_383808
contig-66000281	0	699	PROKKA_MOD_383809
contig-67000417	827	1172	PROKKA_MOD_386357
contig-67000574	1030	1705	PROKKA_MOD_386610
contig-67000742	17793	18096	PROKKA_MOD_387000
contig-67000743	2	1547	PROKKA_MOD_387001
contig-67000743	1706	1946	PROKKA_MOD_387002
contig-67000744	1	328	PROKKA_MOD_387003
contig-67000747	0	453	PROKKA_MOD_387006
contig-67000748	2	185	PROKKA_MOD_387007
contig-7000015	54028	57304	PROKKA_MOD_392802
contig-7000015	57676	58135	PROKKA_MOD_392803
contig-7000015	58144	59377	PROKKA_MOD_392804
contig-7000015	59435	62201	PROKKA_MOD_392805
contig-7000015	62873	64178	PROKKA_MOD_392807
contig-7000412	24180	25461	PROKKA_MOD_396542
contig-7000412	25464	26610	PROKKA_MOD_396543
contig-7000412	26975	28403	PROKKA_MOD_396545
contig-7000412	31037	31865	PROKKA_MOD_396548
contig-7000995	13952	14216	PROKKA_MOD_399857
contig-73000586	291	375	PROKKA_MOD_405370
contig-73000587	1	397	PROKKA_MOD_405371
contig-73000588	375	945	PROKKA_MOD_405374
contig-73000588	962	1370	PROKKA_MOD_405375
contig-73000590	177	441	PROKKA_MOD_405377
contig-76000067	1	550	PROKKA_MOD_410772
contig-76000068	192	333	PROKKA_MOD_410773
contig-76000069	4086	5520	PROKKA_MOD_410779
contig-76000396	4764	6078	PROKKA_MOD_411448
contig-79	3803	7148	PROKKA_MOD_417166
contig-79000991	2	740	PROKKA_MOD_418980
contig-79000991	740	1946	PROKKA_MOD_418981
contig-79000992	1	274	PROKKA_MOD_418982
contig-79000992	277	451	PROKKA_MOD_418983
contig-79000993	2	806	PROKKA_MOD_418984
contig-79000994	0	849	PROKKA_MOD_418985
contig-79000994	842	1211	PROKKA_MOD_418986
contig-79000994	1207	1771	PROKKA_MOD_418987
contig-79000995	0	327	PROKKA_MOD_418988
contig-79000995	447	1356	PROKKA_MOD_418989
contig-80000192	6311	7736	PROKKA_MOD_419639
contig-80000775	1736	3704	PROKKA_MOD_420970
contig-80000777	2	758	PROKKA_MOD_420972
contig-80000779	1	775	PROKKA_MOD_420976
contig-80000781	123	390	PROKKA_MOD_420979
contig-8000471	0	1125	PROKKA_MOD_423400
contig-8000472	1	295	PROKKA_MOD_423401
contig-8000472	291	939	PROKKA_MOD_423402
contig-8000472	1019	2366	PROKKA_MOD_423403
contig-8000473	0	1530	PROKKA_MOD_423404
contig-8000474	2	3485	PROKKA_MOD_423405
contig-8000474	3694	4651	PROKKA_MOD_423406
contig-8000474	4650	5592	PROKKA_MOD_423407
contig-8000474	5588	6083	PROKKA_MOD_423408
contig-8000474	6075	7095	PROKKA_MOD_423409
contig-82000454	2310	2973	PROKKA_MOD_429109
contig-82000945	0	414	PROKKA_MOD_430070
contig-82000948	1	316	PROKKA_MOD_430074
contig-82000949	97	250	PROKKA_MOD_430075
contig-82000953	0	519	PROKKA_MOD_430079
contig-83000080	360	2874	PROKKA_MOD_430472
contig-83000081	1	286	PROKKA_MOD_430473
contig-83000514	1008	1227	PROKKA_MOD_431308
contig-83000514	1492	2182	PROKKA_MOD_431309
contig-83000938	16	382	PROKKA_MOD_432028
contig-83000939	2	707	PROKKA_MOD_432029
contig-85000829	163	1588	PROKKA_MOD_436209
contig-86000820	2	146	PROKKA_MOD_438683
contig-86000820	265	343	PROKKA_MOD_438684
contig-86000824	0	510	PROKKA_MOD_438689
contig-88000710	2	1661	PROKKA_MOD_442534
contig-89000877	18813	19341	PROKKA_MOD_444670
contig-89000877	19358	21041	PROKKA_MOD_444671
contig-89000877	26253	27018	PROKKA_MOD_444676
contig-89000877	27014	27413	PROKKA_MOD_444677
contig-90000132	196	1756	PROKKA_MOD_445557
contig-9000235	24760	25453	PROKKA_MOD_448020
contig-9000235	25452	26793	PROKKA_MOD_448021
contig-9000235	26792	27443	PROKKA_MOD_448022
contig-9000235	27442	28744	PROKKA_MOD_448023
contig-9000236	146	1613	PROKKA_MOD_448024
contig-9000237	2	662	PROKKA_MOD_448025
contig-9000237	686	1112	PROKKA_MOD_448026
contig-9000237	1115	1823	PROKKA_MOD_448027
contig-9000237	1939	2401	PROKKA_MOD_448028
contig-9000237	2431	3433	PROKKA_MOD_448029
contig-9000285	15703	16954	PROKKA_MOD_448271
contig-9000665	2	656	PROKKA_MOD_449943
contig-91000178	406	1384	PROKKA_MOD_451945
contig-91000675	0	174	PROKKA_MOD_452839
contig-96000809	2525	3509	PROKKA_MOD_463463
