Q0TJT3	PF10282;		ENOG4105HHQ;COG2706;
P52697	PF10282;		ENOG4105HHQ;COG2706;
Q8FJR2	PF10282;		ENOG4105HHQ;COG2706;
B1IXL9	PF10282;		ENOG4105HHQ;COG2706;
A4W8A9	PF10282;		ENOG4105HHQ;COG2706;
B2VBU3	PF10282;		ENOG4105HHQ;COG2706;
Q57039	PF01182;	TIGR01198;	COG0363;
Q9ZKB1	PF01182;	TIGR01198;	ENOG4108Q79;COG0363;
O25730	PF01182;	TIGR01198;	ENOG4108Q79;COG0363;
A6T6J6	PF10282;		ENOG4105HHQ;COG2706;
O95336	PF01182;	TIGR01198;	KOG3147;COG0363;
Q9CQ60	PF01182;	TIGR01198;	KOG3147;COG0363;
P9WQP5	PF01182;	TIGR01198;	ENOG4107XU2;COG0363;
P46016	PF01182;	TIGR01198;	ENOG4108Q79;COG0363;
Q6D7C2	PF10282;		ENOG4105HHQ;COG2706;
P63337	PF01182;	TIGR01198;	ENOG4108Q79;COG0363;
Q7N6R1	PF10282;		ENOG4105HHQ;COG2706;
C6DCH7	PF10282;		ENOG4105HHQ;COG2706;
P85971	PF01182;	TIGR01198;	KOG3147;COG0363;
Q9Z3S1	PF01182;	TIGR01198;	ENOG4108Q79;COG0363;
Q9X2N2	PF01182;	TIGR01198;	ENOG4108Q79;COG0363;
Q49700	PF01182;	TIGR01198;	ENOG4107XU2;COG0363;
Q989A3	PF01182;	TIGR01198;	ENOG4108Q79;COG0363;
A9MJH1	PF10282;		ENOG4105HHQ;COG2706;
Q8ZQR4	PF10282;		ENOG4105HHQ;COG2706;
Q8Z8A2	PF10282;		ENOG4105HHQ;COG2706;
A8GBC1	PF10282;		ENOG4105HHQ;COG2706;
Q83LP7	PF10282;		ENOG4105HHQ;COG2706;
Q9XAB7	PF01182;	TIGR01198;	ENOG4107XU2;COG0363;
Q2NUK0	PF10282;		ENOG4105HHQ;COG2706;
Q9X0N8	PF01182;	TIGR01198;	ENOG4108Q79;COG0363;
O83490	PF01182;	TIGR01198;	ENOG4108Q79;COG0363;
A1JS71	PF10282;		ENOG4105HHQ;COG2706;
Q9PEG5	PF01182;		ENOG4108Q79;COG0363;
Q8ZGX4	PF10282;		ENOG4105HHQ;COG2706;
Q9RMP7	PF10282;		ENOG4105HHQ;COG2706;
D4AZY1	PF12695;		ENOG410IYDN;COG4188;
Q9NS82	PF13520;		KOG1287;COG0531;
P63116	PF13520;		KOG1287;COG0531;
P63115	PF13520;		KOG1287;COG0531;
Q95JC7	PF00375;		KOG3787;COG1301;
Q4R8W8	PF00375;		
Q15758	PF00375;		KOG3787;COG1301;
O19105	PF00375;		
P51912	PF00375;		KOG3787;COG1301;
P39906			ENOG4107RP9;COG0834;
P0A0C2	PF01636;		
Q52S23	PF01636;		ENOG4105FFM;ENOG4111VCR;
P0A0C1	PF01636;		ENOG4105FFM;ENOG4111VCR;
P0A0C0	PF01636;		ENOG4105FFM;ENOG4111VCR;
Q5HMP3	PF01636;		
Q4L605	PF01636;		
Q7ATH7	PF01636;		
Q7ATH9	PF01636;		
B7UJX3		TIGR01730;	
A8AQD5		TIGR01730;	ENOG4105Y49;COG1566;
A7MJB1	PF16576;	TIGR01730;	ENOG4105Y49;COG1566;
B7MC02		TIGR01730;	
Q8X9E5		TIGR01730;	ENOG4105Y49;COG1566;
B7LHU9		TIGR01730;	
A7ZSD5		TIGR01730;	
B7N0M6		TIGR01730;	
B1XHL3		TIGR01730;	ENOG4105Y49;COG1566;
A8A550		TIGR01730;	
Q0TCM4		TIGR01730;	ENOG4105Y49;COG1566;
A1AGD4		TIGR01730;	
C4ZSX9		TIGR01730;	
B7M0V3		TIGR01730;	
B7NLF9		TIGR01730;	
B1IQN8		TIGR01730;	ENOG4105Y49;COG1566;
Q8FD50		TIGR01730;	ENOG4105Y49;COG1566;
B7NDL9		TIGR01730;	
B5YSW7		TIGR01730;	
P46482		TIGR01730;	ENOG4105Y49;COG1566;
B6I1V9		TIGR01730;	
B1LGK7		TIGR01730;	
A4WF55	PF16576;	TIGR01730;	ENOG4105Y49;COG1566;
B7LRL6		TIGR01730;	
Q6DAH5		TIGR01730;	ENOG4105Y49;COG1566;
B5F7M5		TIGR01730;	
B5XSP8		TIGR01730;	
B2VGW1	PF16576;	TIGR01730;	ENOG4105Y49;COG1566;
Q57JA3		TIGR01730;	
B5FIU3		TIGR01730;	
B5R1A8		TIGR01730;	
C6DIM2		TIGR01730;	ENOG4105Y49;COG1566;
Q5PJT8		TIGR01730;	
B4TJT9		TIGR01730;	
B5REW3	PF16576;	TIGR01730;	
Q1R698		TIGR01730;	
A9MNW9		TIGR01730;	ENOG4105Y49;COG1566;
B4TX73		TIGR01730;	
A9N863		TIGR01730;	
B4T775		TIGR01730;	
Q7CPM8		TIGR01730;	ENOG4105Y49;COG1566;
Q32B98		TIGR01730;	
Q3YX06		TIGR01730;	
A1JRH9		TIGR01730;	ENOG4105Y49;COG1566;
C0PZR0		TIGR01730;	
B5BGR9		TIGR01730;	
Q1CDW6		TIGR01730;	
A4THE9		TIGR01730;	
Q665H1		TIGR01730;	
Q8XF83		TIGR01730;	ENOG4105Y49;COG1566;
B1JKI2		TIGR01730;	
Q1C1L2		TIGR01730;	
Q8ZAU9		TIGR01730;	ENOG4105Y49;COG1566;
A7FDT5		TIGR01730;	
A8GK45		TIGR01730;	ENOG4105Y49;COG1566;
B2K437		TIGR01730;	
Q0T047		TIGR01730;	
A9R1V9		TIGR01730;	
Q83Q03		TIGR01730;	ENOG4105Y49;COG1566;
Q38967	PF01490;		KOG1303;COG0814;
Q92367	PF00324;		
Q42400	PF01490;		KOG1303;COG0814;
Q9FN04	PF01490;		KOG1303;COG0814;
O59942	PF13520;	TIGR00907;	
Q8GUM3	PF01490;		KOG1303;COG0814;
Q39134	PF01490;		KOG1303;COG0814;
Q9FF99	PF01490;		KOG1303;COG0814;
O80592	PF01490;		KOG1303;COG0814;
O06005	PF00324;		ENOG4105C85;COG1113;
Q52812		TIGR01096;	ENOG4107QXX;COG0834;
P92934	PF01490;		KOG1303;COG0814;
Q52815	PF00005;		ENOG4105CDA;COG1126;
Q52814	PF00528;	TIGR01726;	ENOG4105DRP;COG0765;
Q52813	PF00528;	TIGR01726;	ENOG4105EZ7;COG4597;
Q52402	PF00664;PF00005;	TIGR02857;	ENOG4108JJ9;COG4988;
Q9P5N2	PF00324;		
Q9PK20	PF13520;	TIGR00905;	ENOG4105D5Q;COG0531;
Q5L5E6	PF13520;	TIGR00905;	ENOG4105D5Q;COG0531;
Q9Z6M8	PF13520;	TIGR00905;	ENOG4105D5Q;COG0531;
B0BC08	PF13520;	TIGR00905;	
B0B7U3	PF13520;	TIGR00905;	
Q3KLY0	PF13520;	TIGR00905;	
Q9FLT4	PF00005;		
O84379	PF13520;	TIGR00905;	ENOG4105D5Q;COG0531;
Q822F2	PF13520;	TIGR00905;	ENOG4105D5Q;COG0531;
Q9SGY1	PF00664;PF00005;		KOG0055;COG1132;
Q9LYS2	PF00664;PF00005;		KOG0054;COG1132;
Q255I1	PF13520;	TIGR00905;	ENOG4105D5Q;COG0531;
Q8H1R4	PF00005;		ENOG410INJ1;COG1122;
Q9FKF2	PF00005;		ENOG410IPJI;ENOG410XXUP;
Q9C8H1	PF00664;PF00005;		KOG0054;COG1132;
Q9MAH4	PF01061;PF00005;		KOG0061;COG1131;
Q9FLT8	PF00005;		KOG0059;COG1131;
Q8RXN0	PF01061;PF00005;		KOG0061;COG1131;
Q9FWX8	PF00664;PF00005;		KOG0055;COG1132;
Q8LEF6	PF00005;		ENOG410INJ1;COG1122;
Q944H2	PF02361;		ENOG410IEW3;COG0619;
Q9C8H0	PF00664;PF00005;		KOG0054;COG1132;
Q9C7F8	PF00664;PF00005;		KOG0055;COG1132;
A2XCD4	PF00664;PF00005;		KOG0054;COG1132;
Q9FWX7	PF00664;PF00005;		KOG0055;COG1132;
Q9C8K2	PF01061;PF00005;		KOG0061;COG1131;
Q9AT00	PF00005;		ENOG410INIY;COG1127;
Q9C7F2	PF00664;PF00005;		KOG0055;COG1132;
Q9C8J8	PF01061;PF00005;		KOG0061;COG1131;
Q9C6W5	PF01061;PF00005;		KOG0061;COG1131;
Q8RWI9	PF01061;PF00005;		KOG0061;COG1131;
Q9SKX0	PF00664;PF00005;		KOG0054;COG1132;
Q9M2V7	PF01061;PF00005;		KOG0061;COG1131;
Q9LZJ5	PF00664;PF00005;		KOG0054;COG1132;
Q9LSJ8	PF00664;PF00005;		KOG0055;COG1132;
Q10RX7	PF00664;PF00005;		KOG0054;COG1132;
Q9LSJ6	PF00664;PF00005;		KOG0055;COG1132;
Q9M2V6	PF01061;PF00005;		KOG0061;COG1131;
Q9LSJ5	PF00664;PF00005;		KOG0055;COG1132;
Q9C9W0	PF00005;		ENOG410INIZ;COG1117;
Q9LJX0	PF00664;PF00005;		KOG0055;COG1132;
Q3EDJ0	PF00005;		KOG2355;COG4586;
Q9M3D6	PF01061;PF00005;		KOG0061;COG1131;
Q9M2V5	PF01061;PF00005;		KOG0061;COG1131;
Q9ZR72	PF00664;PF00005;		KOG0055;COG1132;
Q9C8G9	PF00664;PF00005;		KOG0054;COG1132;
Q84M24	PF00005;		KOG0059;COG1131;
Q94FB9	PF06472;PF00005;		KOG0060;KOG0064;COG4178;
Q9FJH6	PF00005;		KOG0927;COG0488;
Q9LID6	PF00005;PF00037;PF04068;		KOG0063;COG1245;
O80946	PF01061;PF00005;		KOG0061;COG1131;
Q9M1Q9	PF00664;PF00005;		KOG0055;COG1132;
Q9M3B9	PF00664;PF00005;		KOG0055;COG1132;
Q9LZ98	PF00005;		
Q9C8T1	PF00005;	TIGR01189;	ENOG410IPJH;COG4133;
Q9LFG8	PF01061;PF00005;		KOG0061;COG1131;
Q7XA72	PF01061;PF00005;		KOG0061;COG1131;
Q9FUT3	PF00664;PF00005;		KOG0057;COG5265;
Q3E9B8	PF01061;PF00005;		KOG0061;COG1131;
Q9LSJ2	PF00664;PF00005;		KOG0055;COG1132;
Q9XF19	PF00005;		KOG2355;COG4586;
Q9LVM1	PF00664;PF00005;		KOG0057;COG5265;
Q9M0G9	PF00664;PF00005;		KOG0057;COG5265;
Q9FNU2	PF00664;PF00005;		KOG0058;COG1132;
Q8RY46	PF00664;PF00005;		KOG0058;COG1132;
Q9MAG3	PF01061;PF00005;		KOG0061;COG1131;
Q0WML0	PF00664;PF00005;		KOG0058;COG1132;
Q9FT51	PF01061;PF00005;		KOG0061;COG1131;
Q9LZB8	PF00664;PF00005;		KOG0058;COG1132;
Q84K47	PF00005;		ENOG410IPJI;ENOG410XXUP;
Q9LK50	PF01061;PF00005;		KOG0061;COG1131;
Q94A18	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q8LPQ6	PF00664;PF00005;		KOG0055;COG1132;
Q42093	PF00664;PF00005;		KOG0054;COG1132;
Q8LPK2	PF00664;PF00005;		KOG0055;COG1132;
Q9FF46	PF00005;		KOG0061;COG1131;
Q9ZUT0	PF01061;PF00005;	TIGR00955;	KOG0061;COG1131;
Q8GZ52	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q6NLC1	PF06472;PF00005;		KOG0060;COG4178;
Q9FIB4	PF00005;		KOG0927;COG0488;
Q8LPJ4	PF00005;PF00037;PF04068;		KOG0063;COG1245;
Q84TH5	PF01061;PF00005;		KOG0061;COG1131;
O81016	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q93YS4	PF01061;PF00005;		KOG0061;COG1131;
Q7PC87	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q8LQX2	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q7FB56	PF00664;PF00005;		KOG0054;COG1132;
Q7PC88	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;COG1131;
Q7PC80	PF01061;PF00005;PF14510;PF08370;		ENOG410IQE0;COG1131;
Q8GU87	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
A2WSH0	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q9XIE2	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q9ZUT8	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q0JLC5	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q8GU89	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q7FMW4	PF01061;PF00005;PF14510;PF08370;		ENOG410IQE0;COG1131;
Q8GU92	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q7PC85	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q7PC84	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q9LFH0	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q9LK64	PF00664;PF00005;		KOG0054;COG1132;
Q9SYI2	PF00664;PF00005;		KOG0055;COG1132;
Q9M0D0	PF00005;		KOG0063;COG1245;
Q1PEH6	PF00005;		KOG0059;COG1131;
Q8H0V6	PF00005;		KOG0062;COG0488;
Q9M9E1	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q9ZUU9	PF01061;PF00005;		KOG0061;COG1131;
Q8GU88	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q7PC82	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q7PC83	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q5Z9S8	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q9LHD1	PF00664;PF00005;		KOG0055;COG1132;
Q7PC86	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q7PC81	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q6YW62	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q8GU82	PF01061;PF00005;PF08370;		ENOG410IQE0;COG1131;
Q8GU86	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q6EQ60	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q8GU84	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
C7J6G6	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q8GU85	PF01061;PF00005;PF14510;PF08370;		
Q2QV81	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;COG1131;
Q8GU83	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q9STT8	PF00005;		KOG0059;COG1131;
Q7DM58	PF00664;PF00005;		KOG0054;COG1132;
A7KVC2	PF00664;PF00005;		KOG0054;COG1132;
Q9M1H3	PF00005;		KOG0066;COG0488;
Q9SW08	PF01061;PF00005;		KOG0061;COG1131;
B9GDE5	PF01061;PF00005;PF14510;PF08370;		ENOG410IQE0;COG1131;
A3BXL8	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
B9G300	PF01061;PF00005;PF14510;PF08370;		KOG0065;COG0842;
Q9STT7	PF00005;		
Q8S628	PF01061;PF00005;PF14510;PF08370;		
Q9SIT6	PF01061;PF00005;		KOG0061;COG1131;
Q7GB25	PF00664;PF00005;		KOG0054;COG1132;
Q9SYI3	PF00664;PF00005;		KOG0055;COG1132;
O80725	PF00664;PF00005;		KOG0055;COG1132;
Q8LPT1	PF00664;PF00005;		KOG0055;COG1132;
Q9STT6	PF00005;		
B8ALI0	PF01061;PF00005;		KOG0061;COG1131;
Q8H8V7	PF01061;PF00005;		KOG0061;COG1131;
Q9STT5	PF00005;		KOG0059;COG1131;
Q9LK62	PF00664;PF00005;		KOG0054;COG1132;
Q8VZZ4	PF00664;PF00005;		KOG0054;COG1132;
Q9FHF1	PF00664;PF00005;		KOG0055;COG1132;
Q9FNB5	PF01061;PF00005;		KOG0061;COG1131;
Q9LHK4	PF00664;PF00005;		
Q8LPK0	PF00005;		KOG0059;COG1131;
Q9ZU35	PF01061;PF00005;		KOG0061;COG1131;
Q9FLX5	PF01061;PF00005;		KOG0061;COG1131;
Q9CAF5	PF00005;	TIGR01978;	ENOG410IE83;COG0396;
Q8LGU1	PF00664;PF00005;		KOG0054;COG1132;
Q9M0M2	PF00664;PF00005;		KOG0055;COG1132;
Q9LV93	PF00005;		KOG0927;COG0488;
Q9SZR9	PF01061;PF00005;		KOG0061;COG1131;
Q9FLT5	PF00005;		ENOG410IPJI;ENOG410XXUP;
Q9M1C7	PF00664;PF00005;		KOG0054;COG1132;
Q8SQI5	PF00664;PF00005;		ENOG410IU5N;COG1132;
Q92337	PF00664;PF00005;		
Q10185	PF00664;PF00005;		
Q9P7V2	PF00664;PF00005;		
Q8K442	PF00005;		KOG0059;COG1131;
O65934	PF01061;PF00005;PF00498;		ENOG4105IDI;COG0842;COG1131;COG1716;
Q8K440	PF00005;		KOG0059;COG1131;
Q8T5Z7	PF00005;		ENOG410IPJI;ENOG410XXUP;
Q9P5N0	PF00664;PF00005;		
P41233	PF00005;		KOG0059;COG1131;
Q8T6J5	PF00005;		KOG0059;COG1131;
O95477	PF00005;		KOG0059;COG1131;
Q9BZC7	PF00005;		KOG0059;COG1131;
P41234	PF00005;		KOG0059;COG1131;
Q9ESR9	PF00005;		KOG0059;COG1131;
Q54BT5	PF00005;		KOG0059;COG1131;
Q99758	PF00005;		KOG0059;COG1131;
Q8R420	PF00005;		KOG0059;COG1131;
Q555Z5	PF00005;		ENOG410IPJI;ENOG410XXUP;
P78363	PF00005;	TIGR01257;	KOG0059;COG1131;
Q8T6J2	PF00005;		KOG0059;COG1131;
Q8WWZ7	PF00005;		KOG0059;COG1131;
Q8K448	PF00005;		KOG0059;COG1131;
Q8T6J1	PF00005;		KOG0059;COG1131;
O35600	PF00005;	TIGR01257;	KOG0059;COG1131;
Q8N139	PF00005;		KOG0059;COG1131;
Q8CF82	PF00005;		KOG0059;COG1131;
Q8K441	PF00005;		KOG0059;COG1131;
Q8T6J0	PF00005;		ENOG410IPJG;ENOG410XR3G;
Q8IZY2	PF00005;		KOG0059;COG1131;
Q91V24	PF00005;		KOG0059;COG1131;
Q7TNJ2	PF00005;		KOG0059;COG1131;
Q55BC0	PF00005;		ENOG410IPJI;ENOG410XXUP;
Q54DT1	PF00005;		ENOG410IPJG;ENOG410XR3G;
O94911	PF00005;		KOG0059;COG1131;
Q8IUA7	PF00005;		KOG0059;COG1131;
Q8K449	PF00005;		KOG0059;COG1131;
Q54R52	PF00005;		ENOG410IPIT;ENOG410XQJC;
Q8WWZ4	PF00005;		KOG0059;COG1131;
Q552P3	PF00005;		KOG0059;COG1131;
Q4W5N1	PF00005;		
Q86UK0	PF00005;		KOG0059;COG1131;
Q86UQ4	PF00005;		KOG0059;COG1131;
Q5SSE9	PF00005;		KOG0059;COG1131;
Q07698	PF00005;		ENOG4105EY8;COG1134;
Q8T9W4	PF00664;PF00005;		KOG0055;COG1132;
Q54BT3	PF00664;PF00005;		KOG0055;COG1132;
Q54BU4	PF00664;PF00005;		KOG0058;COG1132;
Q54W24	PF00664;PF00005;		KOG0058;COG1132;
Q8T9W2	PF00664;PF00005;		KOG0057;COG5265;
Q2M3G0	PF00664;PF00005;		KOG0055;COG1132;
Q54RU1	PF00664;PF00005;		KOG0057;COG5265;
B5X0E4	PF00664;PF00005;		KOG0055;COG1132;
Q9NP58	PF00664;PF00005;PF16185;		KOG0057;COG5265;
O70595	PF00664;PF00005;PF16185;		KOG0057;COG5265;
Q55DA7	PF00664;PF00005;		KOG0058;COG1132;
O75027	PF00664;PF00005;		KOG0057;COG5265;
Q61102	PF00664;PF00005;		KOG0057;COG5265;
Q08D64	PF00664;PF00005;PF16185;		KOG0057;COG5265;
Q704E8	PF00664;PF00005;		KOG0057;COG5265;
Q56A55	PF00664;PF00005;		KOG0058;COG1132;
Q9NUT2	PF00664;PF00005;		KOG0058;COG1132;
Q9DC29	PF00664;PF00005;PF16185;		KOG0057;COG5265;
Q5RFQ9	PF00664;PF00005;		KOG0058;COG1132;
Q5RKI8	PF00664;PF00005;		KOG0058;COG1132;
B2GUP8	PF00664;PF00005;		KOG0058;COG1132;
Q9NP78	PF00664;PF00005;		KOG0058;COG1132;
Q9CXJ4	PF00664;PF00005;		KOG0058;COG1132;
Q9JJ59	PF00664;PF00005;		KOG0058;COG1132;
Q9JI39	PF00664;PF00005;		KOG0058;COG1132;
Q9NRK6	PF00664;PF00005;		KOG0058;COG1132;
O95342	PF00664;PF00005;		KOG0055;COG1132;
Q9QYJ4	PF00664;PF00005;		KOG0058;COG1132;
Q9QY30	PF00664;PF00005;		KOG0055;COG1132;
Q9N0V3	PF00664;PF00005;		KOG0055;COG1132;
O70127	PF00664;PF00005;		KOG0055;COG1132;
Q8T6H8	PF00664;PF00005;		KOG0054;COG1132;
Q54VJ0	PF00664;PF00005;		KOG0054;COG1132;
Q54JR2	PF00664;PF00005;		KOG0054;COG1132;
Q54LE6	PF00664;PF00005;		KOG0054;COG1132;
Q8T6H3	PF00664;PF00005;		KOG0054;COG1132;
Q54EK2	PF00664;PF00005;		KOG0054;COG1132;
Q54P13	PF00664;PF00005;PF16185;		KOG0054;COG1132;
Q09427	PF00664;PF00005;		
Q09428	PF00664;PF00005;		KOG0054;COG1132;
Q09429	PF00664;PF00005;		KOG0054;COG1132;
Q54NL1	PF00664;PF00005;		KOG0054;COG1132;
O60706	PF00664;PF00005;		KOG0054;COG1132;
P70170	PF00664;PF00005;		KOG0054;COG1132;
P82451	PF00664;PF00005;		KOG0054;COG1132;
Q8ST87	PF00664;PF00005;		KOG0054;COG1132;
Q63563	PF00664;PF00005;		
Q96J66	PF00664;PF00005;		KOG0054;COG1132;
Q54U44	PF00664;PF00005;		KOG0054;COG1132;
Q54V86	PF00664;PF00005;		KOG0054;COG1132;
Q9NSE7	PF00664;		
Q54K24	PF00664;PF00005;		KOG0054;COG1132;
Q54W19	PF06472;PF00005;		KOG0060;COG4178;
Q54VC1	PF00664;PF00005;		KOG0054;COG1132;
P33897	PF06472;PF00005;	TIGR00954;	KOG0064;COG4178;
P48410	PF06472;PF00005;	TIGR00954;	KOG0064;COG4178;
Q8T8P3	PF06472;PF00005;		KOG0060;COG4178;
Q9UBJ2	PF06472;PF00005;		KOG0064;COG4178;
Q9QY44	PF06472;PF00005;		KOG0064;COG4178;
Q54W20	PF00664;PF06472;PF00005;		KOG0060;COG4178;
P28288	PF06472;PF00005;	TIGR00954;	KOG0064;COG4178;
P55096	PF06472;PF00005;	TIGR00954;	KOG0064;COG4178;
P16970	PF06472;PF00005;	TIGR00954;	KOG0064;COG4178;
P61222	PF00005;PF00037;PF04068;		KOG0063;COG1245;
O89016	PF06472;PF00005;		KOG0060;COG4178;
Q61285	PF06472;PF00005;		KOG0064;COG4178;
P61221	PF00005;PF00037;PF04068;		KOG0063;COG1245;
Q6P542	PF00005;		KOG0066;COG0488;
O14678	PF06472;PF00005;		KOG0060;COG4178;
Q2KJA2	PF00005;		KOG0927;COG0488;
Q767L0	PF00005;		KOG0927;COG0488;
Q7YR37	PF00005;		KOG0927;COG0488;
Q9UG63	PF00005;		KOG0927;COG0488;
Q8T6B7	PF00005;		KOG0927;COG0488;
Q8NE71	PF00005;		KOG0066;COG0488;
Q6MG08	PF00005;		KOG0066;COG0488;
Q9NUQ8	PF00005;		KOG0927;COG0488;
Q99LE6	PF00005;		KOG0927;COG0488;
Q8SRV5	PF00005;		KOG0062;COG0488;
Q55DW4	PF01061;PF00005;PF06422;		KOG0061;ENOG410XS1Y;
Q8K268	PF00005;		KOG0927;COG0488;
Q5R9Z5	PF00005;		KOG0927;COG0488;
Q66H39	PF00005;		KOG0927;COG0488;
Q8T6B4	PF00005;		KOG0062;COG0488;
P45844	PF01061;PF00005;	TIGR00955;	KOG0061;COG1131;
Q4GZT4	PF01061;PF00005;		ENOG410IN8P;COG0842;
Q9NGP5	PF01061;PF00005;		KOG0065;COG0842;
Q64343	PF01061;PF00005;	TIGR00955;	KOG0061;COG1131;
Q9UNQ0	PF01061;PF00005;		ENOG410IN8P;COG0842;
Q5MB13	PF01061;PF00005;		ENOG410IN8P;COG0842;
Q7TMS5	PF01061;PF00005;		KOG0061;COG0842;COG1131;
Q8MIB3	PF01061;PF00005;		ENOG410IN8P;COG0842;
Q80W57	PF01061;PF00005;		ENOG410IN8P;KOG0061;COG0842;COG1131;
Q8T690	PF01061;PF00005;PF06422;		KOG0065;COG0842;
Q99P81	PF01061;PF00005;		KOG0061;COG0842;COG1131;
Q8T689	PF01061;PF00005;		KOG0061;COG1131;
Q9H172	PF01061;PF00005;		KOG0061;COG1131;
Q54TV2	PF01061;PF00005;PF08370;		KOG0065;COG0842;
Q9H222	PF01061;PF00005;		KOG0061;COG1131;
Q99PE8	PF01061;PF00005;		KOG0061;COG1131;
Q99PE7	PF01061;PF00005;		KOG0061;COG1131;
Q54TV1	PF01061;PF00005;PF06422;		KOG0065;COG0842;
Q8T686	PF01061;PF00005;		KOG0061;COG1131;
Q86HQ2	PF01061;PF00005;		KOG0061;COG1131;
